id,tokens,ner_tags,text,tokens_tags,ner_text,prompts
5523,['Start' '20' '3' '3' '14' '26' '56' '12'],"['B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Start 20 3 3 14 26 56 12,"['Start(B-Organization)', '20(O)', '3(O)', '3(O)', '14(O)', '26(O)', '56(O)', '12(O)']",Start(B-Organization) 20(O) 3(O) 3(O) 14(O) 26(O) 56(O) 12(O),"Input: Start 20 3 3 14 26 56 12
Output: Start(B-Organization) 20(O) 3(O) 3(O) 14(O) 26(O) 56(O) 12(O)"
1962,['D.' 'Cork' 'c' 'Moin' 'Khan' 'b' 'Waqar' 'Younis' '0'],"['B-Person', 'I-Person', 'O', 'B-Person', 'I-Person', 'O', 'B-Person', 'I-Person', 'O']",D. Cork c Moin Khan b Waqar Younis 0,"['D.(B-Person)', 'Cork(I-Person)', 'c(O)', 'Moin(B-Person)', 'Khan(I-Person)', 'b(O)', 'Waqar(B-Person)', 'Younis(I-Person)', '0(O)']",D.(B-Person) Cork(I-Person) c(O) Moin(B-Person) Khan(I-Person) b(O) Waqar(B-Person) Younis(I-Person) 0(O),"Input: D. Cork c Moin Khan b Waqar Younis 0
Output: D.(B-Person) Cork(I-Person) c(O) Moin(B-Person) Khan(I-Person) b(O) Waqar(B-Person) Younis(I-Person) 0(O)"
1049,['It' 'currently' 'operates' '169' 'stores' 'in' '23' 'states' '.'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",It currently operates 169 stores in 23 states .,"['It(O)', 'currently(O)', 'operates(O)', '169(O)', 'stores(O)', 'in(O)', '23(O)', 'states(O)', '.(O)']",It(O) currently(O) operates(O) 169(O) stores(O) in(O) 23(O) states(O) .(O),"Input: It currently operates 169 stores in 23 states .
Output: It(O) currently(O) operates(O) 169(O) stores(O) in(O) 23(O) states(O) .(O)"
11059,['CAIRO' '1996-08-28'],"['B-Location', 'O']",CAIRO 1996-08-28,"['CAIRO(B-Location)', '1996-08-28(O)']",CAIRO(B-Location) 1996-08-28(O),"Input: CAIRO 1996-08-28
Output: CAIRO(B-Location) 1996-08-28(O)"
11657,"['However' ',' 'French' 'stocks' 'extended' 'opening' 'losses' 'to' 'more'
 'than' 'one' 'percent' 'in' 'morning' 'trading' ',' 'falling' 'through'
 'the' '2000' 'point' 'resistance' 'level' 'on' 'the' 'main' 'CAC-40'
 'index' '.']","['O', 'O', 'B-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'O']","However , French stocks extended opening losses to more than one percent in morning trading , falling through the 2000 point resistance level on the main CAC-40 index .","['However(O)', ',(O)', 'French(B-Miscellaneous)', 'stocks(O)', 'extended(O)', 'opening(O)', 'losses(O)', 'to(O)', 'more(O)', 'than(O)', 'one(O)', 'percent(O)', 'in(O)', 'morning(O)', 'trading(O)', ',(O)', 'falling(O)', 'through(O)', 'the(O)', '2000(O)', 'point(O)', 'resistance(O)', 'level(O)', 'on(O)', 'the(O)', 'main(O)', 'CAC-40(B-Miscellaneous)', 'index(O)', '.(O)']","However(O) ,(O) French(B-Miscellaneous) stocks(O) extended(O) opening(O) losses(O) to(O) more(O) than(O) one(O) percent(O) in(O) morning(O) trading(O) ,(O) falling(O) through(O) the(O) 2000(O) point(O) resistance(O) level(O) on(O) the(O) main(O) CAC-40(B-Miscellaneous) index(O) .(O)","Input: However , French stocks extended opening losses to more than one percent in morning trading , falling through the 2000 point resistance level on the main CAC-40 index .
Output: However(O) ,(O) French(B-Miscellaneous) stocks(O) extended(O) opening(O) losses(O) to(O) more(O) than(O) one(O) percent(O) in(O) morning(O) trading(O) ,(O) falling(O) through(O) the(O) 2000(O) point(O) resistance(O) level(O) on(O) the(O) main(O) CAC-40(B-Miscellaneous) index(O) .(O)"
6056,['-' 'Former' 'prime' 'minister' 'Peres' 'to' 'Morocco' 'today' '.'],"['O', 'O', 'O', 'O', 'B-Person', 'O', 'B-Location', 'O', 'O']",- Former prime minister Peres to Morocco today .,"['-(O)', 'Former(O)', 'prime(O)', 'minister(O)', 'Peres(B-Person)', 'to(O)', 'Morocco(B-Location)', 'today(O)', '.(O)']",-(O) Former(O) prime(O) minister(O) Peres(B-Person) to(O) Morocco(B-Location) today(O) .(O),"Input: - Former prime minister Peres to Morocco today .
Output: -(O) Former(O) prime(O) minister(O) Peres(B-Person) to(O) Morocco(B-Location) today(O) .(O)"
8360,['Shadab' 'Kabir' '1' '0' '9' '0' '-'],"['B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O']",Shadab Kabir 1 0 9 0 -,"['Shadab(B-Person)', 'Kabir(I-Person)', '1(O)', '0(O)', '9(O)', '0(O)', '-(O)']",Shadab(B-Person) Kabir(I-Person) 1(O) 0(O) 9(O) 0(O) -(O),"Input: Shadab Kabir 1 0 9 0 -
Output: Shadab(B-Person) Kabir(I-Person) 1(O) 0(O) 9(O) 0(O) -(O)"
12081,['--' 'Tokyo' 'Commodities' 'Desk' '(' '813' '3432' '6179' ')'],"['O', 'B-Organization', 'I-Organization', 'I-Organization', 'O', 'O', 'O', 'O', 'O']",-- Tokyo Commodities Desk ( 813 3432 6179 ),"['--(O)', 'Tokyo(B-Organization)', 'Commodities(I-Organization)', 'Desk(I-Organization)', '((O)', '813(O)', '3432(O)', '6179(O)', ')(O)']",--(O) Tokyo(B-Organization) Commodities(I-Organization) Desk(I-Organization) ((O) 813(O) 3432(O) 6179(O) )(O),"Input: -- Tokyo Commodities Desk ( 813 3432 6179 )
Output: --(O) Tokyo(B-Organization) Commodities(I-Organization) Desk(I-Organization) ((O) 813(O) 3432(O) 6179(O) )(O)"
10130,['3.' 'Andreas' 'Kappes' '-' 'Carsten' 'Wolf' '(' 'Germany' ')' '23'],"['O', 'B-Person', 'I-Person', 'O', 'B-Person', 'I-Person', 'O', 'B-Location', 'O', 'O']",3. Andreas Kappes - Carsten Wolf ( Germany ) 23,"['3.(O)', 'Andreas(B-Person)', 'Kappes(I-Person)', '-(O)', 'Carsten(B-Person)', 'Wolf(I-Person)', '((O)', 'Germany(B-Location)', ')(O)', '23(O)']",3.(O) Andreas(B-Person) Kappes(I-Person) -(O) Carsten(B-Person) Wolf(I-Person) ((O) Germany(B-Location) )(O) 23(O),"Input: 3. Andreas Kappes - Carsten Wolf ( Germany ) 23
Output: 3.(O) Andreas(B-Person) Kappes(I-Person) -(O) Carsten(B-Person) Wolf(I-Person) ((O) Germany(B-Location) )(O) 23(O)"
7371,"['Raichev' 'said' 'a' 'lock-out' 'with' 'military' 'air' 'controllers'
 'was' 'impossible' 'as' 'they' 'did' 'not' 'speak' 'English' '.']","['B-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O']",Raichev said a lock-out with military air controllers was impossible as they did not speak English .,"['Raichev(B-Person)', 'said(O)', 'a(O)', 'lock-out(O)', 'with(O)', 'military(O)', 'air(O)', 'controllers(O)', 'was(O)', 'impossible(O)', 'as(O)', 'they(O)', 'did(O)', 'not(O)', 'speak(O)', 'English(B-Miscellaneous)', '.(O)']",Raichev(B-Person) said(O) a(O) lock-out(O) with(O) military(O) air(O) controllers(O) was(O) impossible(O) as(O) they(O) did(O) not(O) speak(O) English(B-Miscellaneous) .(O),"Input: Raichev said a lock-out with military air controllers was impossible as they did not speak English .
Output: Raichev(B-Person) said(O) a(O) lock-out(O) with(O) military(O) air(O) controllers(O) was(O) impossible(O) as(O) they(O) did(O) not(O) speak(O) English(B-Miscellaneous) .(O)"
1473,"['During' 'the' 'three-month' 'trial' ',' 'the' 'court' 'dealt' 'mainly'
 'with' 'issues' 'of' 'the' 'NSDAP-AO' ""'s"" '""' 'NS' 'Kampfruf' '""' '('
 '""' 'National' 'Socialist' 'Battle' 'Cry' '""' ')' 'magazine' ',' 'filled'
 'with' 'references' 'to' 'Aryan' 'supremacy' 'and' 'defamatory'
 'statements' 'about' 'Jews' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'O', 'O', 'B-Organization', 'I-Organization', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'I-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O']","During the three-month trial , the court dealt mainly with issues of the NSDAP-AO 's "" NS Kampfruf "" ( "" National Socialist Battle Cry "" ) magazine , filled with references to Aryan supremacy and defamatory statements about Jews .","['During(O)', 'the(O)', 'three-month(O)', 'trial(O)', ',(O)', 'the(O)', 'court(O)', 'dealt(O)', 'mainly(O)', 'with(O)', 'issues(O)', 'of(O)', 'the(O)', 'NSDAP-AO(B-Organization)', ""'s(O)"", '""(O)', 'NS(B-Organization)', 'Kampfruf(I-Organization)', '""(O)', '((O)', '""(O)', 'National(B-Organization)', 'Socialist(I-Organization)', 'Battle(I-Organization)', 'Cry(I-Organization)', '""(O)', ')(O)', 'magazine(O)', ',(O)', 'filled(O)', 'with(O)', 'references(O)', 'to(O)', 'Aryan(B-Miscellaneous)', 'supremacy(O)', 'and(O)', 'defamatory(O)', 'statements(O)', 'about(O)', 'Jews(B-Miscellaneous)', '.(O)']","During(O) the(O) three-month(O) trial(O) ,(O) the(O) court(O) dealt(O) mainly(O) with(O) issues(O) of(O) the(O) NSDAP-AO(B-Organization) 's(O) ""(O) NS(B-Organization) Kampfruf(I-Organization) ""(O) ((O) ""(O) National(B-Organization) Socialist(I-Organization) Battle(I-Organization) Cry(I-Organization) ""(O) )(O) magazine(O) ,(O) filled(O) with(O) references(O) to(O) Aryan(B-Miscellaneous) supremacy(O) and(O) defamatory(O) statements(O) about(O) Jews(B-Miscellaneous) .(O)","Input: During the three-month trial , the court dealt mainly with issues of the NSDAP-AO 's "" NS Kampfruf "" ( "" National Socialist Battle Cry "" ) magazine , filled with references to Aryan supremacy and defamatory statements about Jews .
Output: During(O) the(O) three-month(O) trial(O) ,(O) the(O) court(O) dealt(O) mainly(O) with(O) issues(O) of(O) the(O) NSDAP-AO(B-Organization) 's(O) ""(O) NS(B-Organization) Kampfruf(I-Organization) ""(O) ((O) ""(O) National(B-Organization) Socialist(I-Organization) Battle(I-Organization) Cry(I-Organization) ""(O) )(O) magazine(O) ,(O) filled(O) with(O) references(O) to(O) Aryan(B-Miscellaneous) supremacy(O) and(O) defamatory(O) statements(O) about(O) Jews(B-Miscellaneous) .(O)"
4343,"['Although' 'officials' 'decline' 'to' 'say' 'just' 'what' 'each' 'day'
 ""'s"" '""' 'news' '""' 'will' 'be' ',' 'the' 'intent' 'is' 'to' 'put' 'a'
 'focus' 'on' 'Clinton' 'himself' 'and' 'not' 'just' 'those' 'attending'
 'the' 'party' ""'s"" 'convention' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Although officials decline to say just what each day 's "" news "" will be , the intent is to put a focus on Clinton himself and not just those attending the party 's convention .","['Although(O)', 'officials(O)', 'decline(O)', 'to(O)', 'say(O)', 'just(O)', 'what(O)', 'each(O)', 'day(O)', ""'s(O)"", '""(O)', 'news(O)', '""(O)', 'will(O)', 'be(O)', ',(O)', 'the(O)', 'intent(O)', 'is(O)', 'to(O)', 'put(O)', 'a(O)', 'focus(O)', 'on(O)', 'Clinton(B-Person)', 'himself(O)', 'and(O)', 'not(O)', 'just(O)', 'those(O)', 'attending(O)', 'the(O)', 'party(O)', ""'s(O)"", 'convention(O)', '.(O)']","Although(O) officials(O) decline(O) to(O) say(O) just(O) what(O) each(O) day(O) 's(O) ""(O) news(O) ""(O) will(O) be(O) ,(O) the(O) intent(O) is(O) to(O) put(O) a(O) focus(O) on(O) Clinton(B-Person) himself(O) and(O) not(O) just(O) those(O) attending(O) the(O) party(O) 's(O) convention(O) .(O)","Input: Although officials decline to say just what each day 's "" news "" will be , the intent is to put a focus on Clinton himself and not just those attending the party 's convention .
Output: Although(O) officials(O) decline(O) to(O) say(O) just(O) what(O) each(O) day(O) 's(O) ""(O) news(O) ""(O) will(O) be(O) ,(O) the(O) intent(O) is(O) to(O) put(O) a(O) focus(O) on(O) Clinton(B-Person) himself(O) and(O) not(O) just(O) those(O) attending(O) the(O) party(O) 's(O) convention(O) .(O)"
9665,"['Kurdish' 'guerrillas' 'killed' 'two' 'people' 'and' 'took' 'three'
 'hostage' 'after' 'stopping' 'two' 'intercity' 'buses' 'at' 'a'
 'roadblock' 'in' 'eastern' 'Turkey' ',' 'security' 'officials' 'said'
 'on' 'Tuesday' '.']","['B-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Kurdish guerrillas killed two people and took three hostage after stopping two intercity buses at a roadblock in eastern Turkey , security officials said on Tuesday .","['Kurdish(B-Miscellaneous)', 'guerrillas(O)', 'killed(O)', 'two(O)', 'people(O)', 'and(O)', 'took(O)', 'three(O)', 'hostage(O)', 'after(O)', 'stopping(O)', 'two(O)', 'intercity(O)', 'buses(O)', 'at(O)', 'a(O)', 'roadblock(O)', 'in(O)', 'eastern(O)', 'Turkey(B-Location)', ',(O)', 'security(O)', 'officials(O)', 'said(O)', 'on(O)', 'Tuesday(O)', '.(O)']","Kurdish(B-Miscellaneous) guerrillas(O) killed(O) two(O) people(O) and(O) took(O) three(O) hostage(O) after(O) stopping(O) two(O) intercity(O) buses(O) at(O) a(O) roadblock(O) in(O) eastern(O) Turkey(B-Location) ,(O) security(O) officials(O) said(O) on(O) Tuesday(O) .(O)","Input: Kurdish guerrillas killed two people and took three hostage after stopping two intercity buses at a roadblock in eastern Turkey , security officials said on Tuesday .
Output: Kurdish(B-Miscellaneous) guerrillas(O) killed(O) two(O) people(O) and(O) took(O) three(O) hostage(O) after(O) stopping(O) two(O) intercity(O) buses(O) at(O) a(O) roadblock(O) in(O) eastern(O) Turkey(B-Location) ,(O) security(O) officials(O) said(O) on(O) Tuesday(O) .(O)"
12407,['Add' 'results'],"['O', 'O']",Add results,"['Add(O)', 'results(O)']",Add(O) results(O),"Input: Add results
Output: Add(O) results(O)"
7393,"['He' 'also' 'said' 'shareholders' 'approved' 'the' 'issue' 'of' '2.6'
 'million' 'new' 'shares' ',' 'two' 'million' 'of' 'which' 'are'
 'earmarked' 'for' 'large' 'investors' 'and' '600,000' 'for' 'retail'
 'domestic' 'investors' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","He also said shareholders approved the issue of 2.6 million new shares , two million of which are earmarked for large investors and 600,000 for retail domestic investors .","['He(O)', 'also(O)', 'said(O)', 'shareholders(O)', 'approved(O)', 'the(O)', 'issue(O)', 'of(O)', '2.6(O)', 'million(O)', 'new(O)', 'shares(O)', ',(O)', 'two(O)', 'million(O)', 'of(O)', 'which(O)', 'are(O)', 'earmarked(O)', 'for(O)', 'large(O)', 'investors(O)', 'and(O)', '600,000(O)', 'for(O)', 'retail(O)', 'domestic(O)', 'investors(O)', '.(O)']","He(O) also(O) said(O) shareholders(O) approved(O) the(O) issue(O) of(O) 2.6(O) million(O) new(O) shares(O) ,(O) two(O) million(O) of(O) which(O) are(O) earmarked(O) for(O) large(O) investors(O) and(O) 600,000(O) for(O) retail(O) domestic(O) investors(O) .(O)","Input: He also said shareholders approved the issue of 2.6 million new shares , two million of which are earmarked for large investors and 600,000 for retail domestic investors .
Output: He(O) also(O) said(O) shareholders(O) approved(O) the(O) issue(O) of(O) 2.6(O) million(O) new(O) shares(O) ,(O) two(O) million(O) of(O) which(O) are(O) earmarked(O) for(O) large(O) investors(O) and(O) 600,000(O) for(O) retail(O) domestic(O) investors(O) .(O)"
137,"['PUK' 'and' 'Iraq' ""'s"" 'Kurdistan' 'Democratic' 'Party' '(' 'KDP' ')'
 'the' 'two' 'main' 'Iraqi' 'Kurdish' 'factions' ',' 'have' 'had'
 'northern' 'Iraq' 'under' 'their' 'control' 'since' 'Iraqi' 'forces'
 'were' 'ousted' 'from' 'Kuwait' 'in' 'the' '1991' 'Gulf' 'War' '.']","['B-Organization', 'O', 'B-Location', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'I-Miscellaneous', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'B-Miscellaneous', 'I-Miscellaneous', 'O']","PUK and Iraq 's Kurdistan Democratic Party ( KDP ) the two main Iraqi Kurdish factions , have had northern Iraq under their control since Iraqi forces were ousted from Kuwait in the 1991 Gulf War .","['PUK(B-Organization)', 'and(O)', 'Iraq(B-Location)', ""'s(O)"", 'Kurdistan(B-Organization)', 'Democratic(I-Organization)', 'Party(I-Organization)', '((O)', 'KDP(B-Organization)', ')(O)', 'the(O)', 'two(O)', 'main(O)', 'Iraqi(B-Miscellaneous)', 'Kurdish(I-Miscellaneous)', 'factions(O)', ',(O)', 'have(O)', 'had(O)', 'northern(O)', 'Iraq(B-Location)', 'under(O)', 'their(O)', 'control(O)', 'since(O)', 'Iraqi(B-Miscellaneous)', 'forces(O)', 'were(O)', 'ousted(O)', 'from(O)', 'Kuwait(B-Location)', 'in(O)', 'the(O)', '1991(O)', 'Gulf(B-Miscellaneous)', 'War(I-Miscellaneous)', '.(O)']","PUK(B-Organization) and(O) Iraq(B-Location) 's(O) Kurdistan(B-Organization) Democratic(I-Organization) Party(I-Organization) ((O) KDP(B-Organization) )(O) the(O) two(O) main(O) Iraqi(B-Miscellaneous) Kurdish(I-Miscellaneous) factions(O) ,(O) have(O) had(O) northern(O) Iraq(B-Location) under(O) their(O) control(O) since(O) Iraqi(B-Miscellaneous) forces(O) were(O) ousted(O) from(O) Kuwait(B-Location) in(O) the(O) 1991(O) Gulf(B-Miscellaneous) War(I-Miscellaneous) .(O)","Input: PUK and Iraq 's Kurdistan Democratic Party ( KDP ) the two main Iraqi Kurdish factions , have had northern Iraq under their control since Iraqi forces were ousted from Kuwait in the 1991 Gulf War .
Output: PUK(B-Organization) and(O) Iraq(B-Location) 's(O) Kurdistan(B-Organization) Democratic(I-Organization) Party(I-Organization) ((O) KDP(B-Organization) )(O) the(O) two(O) main(O) Iraqi(B-Miscellaneous) Kurdish(I-Miscellaneous) factions(O) ,(O) have(O) had(O) northern(O) Iraq(B-Location) under(O) their(O) control(O) since(O) Iraqi(B-Miscellaneous) forces(O) were(O) ousted(O) from(O) Kuwait(B-Location) in(O) the(O) 1991(O) Gulf(B-Miscellaneous) War(I-Miscellaneous) .(O)"
3042,"['Robert' 'Gutenstein' ',' 'an' 'analyst' 'for' 'Kalf' ',' 'Voorhis' '&'
 'Co' '.']","['B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'I-Organization', 'I-Organization', 'I-Organization', 'O']","Robert Gutenstein , an analyst for Kalf , Voorhis & Co .","['Robert(B-Person)', 'Gutenstein(I-Person)', ',(O)', 'an(O)', 'analyst(O)', 'for(O)', 'Kalf(B-Organization)', ',(I-Organization)', 'Voorhis(I-Organization)', '&(I-Organization)', 'Co(I-Organization)', '.(O)']","Robert(B-Person) Gutenstein(I-Person) ,(O) an(O) analyst(O) for(O) Kalf(B-Organization) ,(I-Organization) Voorhis(I-Organization) &(I-Organization) Co(I-Organization) .(O)","Input: Robert Gutenstein , an analyst for Kalf , Voorhis & Co .
Output: Robert(B-Person) Gutenstein(I-Person) ,(O) an(O) analyst(O) for(O) Kalf(B-Organization) ,(I-Organization) Voorhis(I-Organization) &(I-Organization) Co(I-Organization) .(O)"
1094,"['But' 'the' 'Oxford' 'team' 'disputed' 'these' 'findings' 'and' 'said'
 'either' 'previous' 'trials' 'may' 'have' 'been' 'interpreted'
 'incorrectly' ',' 'those' 'taking' 'part' 'were' 'not' 'given' 'special'
 'diets' 'beforehand' 'or' 'the' 'duration' 'of' 'the' 'studies' 'may'
 'have' 'been' 'too' 'short' '.']","['O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","But the Oxford team disputed these findings and said either previous trials may have been interpreted incorrectly , those taking part were not given special diets beforehand or the duration of the studies may have been too short .","['But(O)', 'the(O)', 'Oxford(B-Location)', 'team(O)', 'disputed(O)', 'these(O)', 'findings(O)', 'and(O)', 'said(O)', 'either(O)', 'previous(O)', 'trials(O)', 'may(O)', 'have(O)', 'been(O)', 'interpreted(O)', 'incorrectly(O)', ',(O)', 'those(O)', 'taking(O)', 'part(O)', 'were(O)', 'not(O)', 'given(O)', 'special(O)', 'diets(O)', 'beforehand(O)', 'or(O)', 'the(O)', 'duration(O)', 'of(O)', 'the(O)', 'studies(O)', 'may(O)', 'have(O)', 'been(O)', 'too(O)', 'short(O)', '.(O)']","But(O) the(O) Oxford(B-Location) team(O) disputed(O) these(O) findings(O) and(O) said(O) either(O) previous(O) trials(O) may(O) have(O) been(O) interpreted(O) incorrectly(O) ,(O) those(O) taking(O) part(O) were(O) not(O) given(O) special(O) diets(O) beforehand(O) or(O) the(O) duration(O) of(O) the(O) studies(O) may(O) have(O) been(O) too(O) short(O) .(O)","Input: But the Oxford team disputed these findings and said either previous trials may have been interpreted incorrectly , those taking part were not given special diets beforehand or the duration of the studies may have been too short .
Output: But(O) the(O) Oxford(B-Location) team(O) disputed(O) these(O) findings(O) and(O) said(O) either(O) previous(O) trials(O) may(O) have(O) been(O) interpreted(O) incorrectly(O) ,(O) those(O) taking(O) part(O) were(O) not(O) given(O) special(O) diets(O) beforehand(O) or(O) the(O) duration(O) of(O) the(O) studies(O) may(O) have(O) been(O) too(O) short(O) .(O)"
7660,['--' 'Bob' 'Janis' '312-983-7347--'],"['O', 'B-Person', 'I-Person', 'O']",-- Bob Janis 312-983-7347--,"['--(O)', 'Bob(B-Person)', 'Janis(I-Person)', '312-983-7347--(O)']",--(O) Bob(B-Person) Janis(I-Person) 312-983-7347--(O),"Input: -- Bob Janis 312-983-7347--
Output: --(O) Bob(B-Person) Janis(I-Person) 312-983-7347--(O)"
7239,"['Australia' 'scored' '263-7' 'in' 'their' '50' 'overs' 'against'
 'Zimbabwe' 'in' 'the' 'first' 'day-night' 'limited' 'overs' 'match' 'of'
 'the' 'Singer' 'World' 'Series' 'tournament' 'on' 'Monday' '.']","['B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Miscellaneous', 'I-Miscellaneous', 'I-Miscellaneous', 'O', 'O', 'O', 'O']",Australia scored 263-7 in their 50 overs against Zimbabwe in the first day-night limited overs match of the Singer World Series tournament on Monday .,"['Australia(B-Location)', 'scored(O)', '263-7(O)', 'in(O)', 'their(O)', '50(O)', 'overs(O)', 'against(O)', 'Zimbabwe(B-Location)', 'in(O)', 'the(O)', 'first(O)', 'day-night(O)', 'limited(O)', 'overs(O)', 'match(O)', 'of(O)', 'the(O)', 'Singer(B-Miscellaneous)', 'World(I-Miscellaneous)', 'Series(I-Miscellaneous)', 'tournament(O)', 'on(O)', 'Monday(O)', '.(O)']",Australia(B-Location) scored(O) 263-7(O) in(O) their(O) 50(O) overs(O) against(O) Zimbabwe(B-Location) in(O) the(O) first(O) day-night(O) limited(O) overs(O) match(O) of(O) the(O) Singer(B-Miscellaneous) World(I-Miscellaneous) Series(I-Miscellaneous) tournament(O) on(O) Monday(O) .(O),"Input: Australia scored 263-7 in their 50 overs against Zimbabwe in the first day-night limited overs match of the Singer World Series tournament on Monday .
Output: Australia(B-Location) scored(O) 263-7(O) in(O) their(O) 50(O) overs(O) against(O) Zimbabwe(B-Location) in(O) the(O) first(O) day-night(O) limited(O) overs(O) match(O) of(O) the(O) Singer(B-Miscellaneous) World(I-Miscellaneous) Series(I-Miscellaneous) tournament(O) on(O) Monday(O) .(O)"
12801,"['-' 'Raphael' 'Lakpe' ',' 'publisher' 'of' 'the' 'daily' 'Le' 'Populaire'
 ',' 'was' 'released' 'on' 'Wednesday' 'evening' 'after' 'three' 'days'
 'in' 'custody' 'and' 'will' 'appear' 'in' 'court' 'on' 'Thursday'
 'morning' '.']","['O', 'B-Person', 'I-Person', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'I-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","- Raphael Lakpe , publisher of the daily Le Populaire , was released on Wednesday evening after three days in custody and will appear in court on Thursday morning .","['-(O)', 'Raphael(B-Person)', 'Lakpe(I-Person)', ',(O)', 'publisher(O)', 'of(O)', 'the(O)', 'daily(O)', 'Le(B-Organization)', 'Populaire(I-Organization)', ',(O)', 'was(O)', 'released(O)', 'on(O)', 'Wednesday(O)', 'evening(O)', 'after(O)', 'three(O)', 'days(O)', 'in(O)', 'custody(O)', 'and(O)', 'will(O)', 'appear(O)', 'in(O)', 'court(O)', 'on(O)', 'Thursday(O)', 'morning(O)', '.(O)']","-(O) Raphael(B-Person) Lakpe(I-Person) ,(O) publisher(O) of(O) the(O) daily(O) Le(B-Organization) Populaire(I-Organization) ,(O) was(O) released(O) on(O) Wednesday(O) evening(O) after(O) three(O) days(O) in(O) custody(O) and(O) will(O) appear(O) in(O) court(O) on(O) Thursday(O) morning(O) .(O)","Input: - Raphael Lakpe , publisher of the daily Le Populaire , was released on Wednesday evening after three days in custody and will appear in court on Thursday morning .
Output: -(O) Raphael(B-Person) Lakpe(I-Person) ,(O) publisher(O) of(O) the(O) daily(O) Le(B-Organization) Populaire(I-Organization) ,(O) was(O) released(O) on(O) Wednesday(O) evening(O) after(O) three(O) days(O) in(O) custody(O) and(O) will(O) appear(O) in(O) court(O) on(O) Thursday(O) morning(O) .(O)"
6963,"['""' 'There' 'will' 'be' 'tough' 'matches' 'but' 'I' 'hope' 'I' 'can'
 'get' 'there' ',' '""' 'she' 'said' '.' '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",""" There will be tough matches but I hope I can get there , "" she said . ""","['""(O)', 'There(O)', 'will(O)', 'be(O)', 'tough(O)', 'matches(O)', 'but(O)', 'I(O)', 'hope(O)', 'I(O)', 'can(O)', 'get(O)', 'there(O)', ',(O)', '""(O)', 'she(O)', 'said(O)', '.(O)', '""(O)']","""(O) There(O) will(O) be(O) tough(O) matches(O) but(O) I(O) hope(O) I(O) can(O) get(O) there(O) ,(O) ""(O) she(O) said(O) .(O) ""(O)","Input: "" There will be tough matches but I hope I can get there , "" she said . ""
Output: ""(O) There(O) will(O) be(O) tough(O) matches(O) but(O) I(O) hope(O) I(O) can(O) get(O) there(O) ,(O) ""(O) she(O) said(O) .(O) ""(O)"
