id,tokens,ner_tags,text,tokens_tags,ner_text,prompts
13986,"['Kombouare' 'has' 'signed' 'a' 'two-year' 'contract' 'and' 'will' 'make'
 'his' 'debut' 'against' 'Morton' 'in' 'the' 'Scottish' 'League' 'Cup'
 'on' 'Tuesday' '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O']",Kombouare has signed a two-year contract and will make his debut against Morton in the Scottish League Cup on Tuesday .,"['Kombouare(B-PER)', 'has(O)', 'signed(O)', 'a(O)', 'two-year(O)', 'contract(O)', 'and(O)', 'will(O)', 'make(O)', 'his(O)', 'debut(O)', 'against(O)', 'Morton(B-PER)', 'in(O)', 'the(O)', 'Scottish(B-MISC)', 'League(I-MISC)', 'Cup(I-MISC)', 'on(O)', 'Tuesday(O)', '.(O)']",Kombouare(B-PER) has(O) signed(O) a(O) two-year(O) contract(O) and(O) will(O) make(O) his(O) debut(O) against(O) Morton(B-PER) in(O) the(O) Scottish(B-MISC) League(I-MISC) Cup(I-MISC) on(O) Tuesday(O) .(O),"Input: Kombouare has signed a two-year contract and will make his debut against Morton in the Scottish League Cup on Tuesday .
Output: Kombouare(B-PER) has(O) signed(O) a(O) two-year(O) contract(O) and(O) will(O) make(O) his(O) debut(O) against(O) Morton(B-PER) in(O) the(O) Scottish(B-MISC) League(I-MISC) Cup(I-MISC) on(O) Tuesday(O) .(O)"
7484,"['Senior' 'Sergeant' 'Dave' 'Pearson' 'of' 'Auckland' 'police' 'said'
 'John' 'Grant' 'Fagan' 'was' 'in' 'police' 'custody' ',' 'but' 'further'
 'details' 'of' 'his' 'capture' 'would' 'not' 'be' 'released' 'until' 'a'
 'press' 'conference' 'later' 'in' 'the' 'day' '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Senior Sergeant Dave Pearson of Auckland police said John Grant Fagan was in police custody , but further details of his capture would not be released until a press conference later in the day .","['Senior(O)', 'Sergeant(O)', 'Dave(B-PER)', 'Pearson(I-PER)', 'of(O)', 'Auckland(B-LOC)', 'police(O)', 'said(O)', 'John(B-PER)', 'Grant(I-PER)', 'Fagan(I-PER)', 'was(O)', 'in(O)', 'police(O)', 'custody(O)', ',(O)', 'but(O)', 'further(O)', 'details(O)', 'of(O)', 'his(O)', 'capture(O)', 'would(O)', 'not(O)', 'be(O)', 'released(O)', 'until(O)', 'a(O)', 'press(O)', 'conference(O)', 'later(O)', 'in(O)', 'the(O)', 'day(O)', '.(O)']","Senior(O) Sergeant(O) Dave(B-PER) Pearson(I-PER) of(O) Auckland(B-LOC) police(O) said(O) John(B-PER) Grant(I-PER) Fagan(I-PER) was(O) in(O) police(O) custody(O) ,(O) but(O) further(O) details(O) of(O) his(O) capture(O) would(O) not(O) be(O) released(O) until(O) a(O) press(O) conference(O) later(O) in(O) the(O) day(O) .(O)","Input: Senior Sergeant Dave Pearson of Auckland police said John Grant Fagan was in police custody , but further details of his capture would not be released until a press conference later in the day .
Output: Senior(O) Sergeant(O) Dave(B-PER) Pearson(I-PER) of(O) Auckland(B-LOC) police(O) said(O) John(B-PER) Grant(I-PER) Fagan(I-PER) was(O) in(O) police(O) custody(O) ,(O) but(O) further(O) details(O) of(O) his(O) capture(O) would(O) not(O) be(O) released(O) until(O) a(O) press(O) conference(O) later(O) in(O) the(O) day(O) .(O)"
10330,"['BASKETBALL' '-' 'FORMULA' 'SHELL' 'WIN' 'GAME' 'ONE' 'IN' 'PHILIPPINES'
 '.']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']",BASKETBALL - FORMULA SHELL WIN GAME ONE IN PHILIPPINES .,"['BASKETBALL(O)', '-(O)', 'FORMULA(B-ORG)', 'SHELL(I-ORG)', 'WIN(O)', 'GAME(O)', 'ONE(O)', 'IN(O)', 'PHILIPPINES(O)', '.(O)']",BASKETBALL(O) -(O) FORMULA(B-ORG) SHELL(I-ORG) WIN(O) GAME(O) ONE(O) IN(O) PHILIPPINES(O) .(O),"Input: BASKETBALL - FORMULA SHELL WIN GAME ONE IN PHILIPPINES .
Output: BASKETBALL(O) -(O) FORMULA(B-ORG) SHELL(I-ORG) WIN(O) GAME(O) ONE(O) IN(O) PHILIPPINES(O) .(O)"
10211,"['""' 'They' 'had' 'some' 'scans' 'and' 'X-rays' 'yesterday' 'and' 'they'
 ""'re"" 'out' ',' '""' 'said' 'Hoddle' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']",""" They had some scans and X-rays yesterday and they 're out , "" said Hoddle .","['""(O)', 'They(O)', 'had(O)', 'some(O)', 'scans(O)', 'and(O)', 'X-rays(O)', 'yesterday(O)', 'and(O)', 'they(O)', ""'re(O)"", 'out(O)', ',(O)', '""(O)', 'said(O)', 'Hoddle(B-PER)', '.(O)']","""(O) They(O) had(O) some(O) scans(O) and(O) X-rays(O) yesterday(O) and(O) they(O) 're(O) out(O) ,(O) ""(O) said(O) Hoddle(B-PER) .(O)","Input: "" They had some scans and X-rays yesterday and they 're out , "" said Hoddle .
Output: ""(O) They(O) had(O) some(O) scans(O) and(O) X-rays(O) yesterday(O) and(O) they(O) 're(O) out(O) ,(O) ""(O) said(O) Hoddle(B-PER) .(O)"
7811,['Year' 'Amount' 'Coupon' 'Yield' 'Price' 'Conc' '.'],"['O', 'O', 'O', 'O', 'O', 'O', 'O']",Year Amount Coupon Yield Price Conc .,"['Year(O)', 'Amount(O)', 'Coupon(O)', 'Yield(O)', 'Price(O)', 'Conc(O)', '.(O)']",Year(O) Amount(O) Coupon(O) Yield(O) Price(O) Conc(O) .(O),"Input: Year Amount Coupon Yield Price Conc .
Output: Year(O) Amount(O) Coupon(O) Yield(O) Price(O) Conc(O) .(O)"
13494,"['A' 'freed' 'black' 'man' 'writes' 'to' 'his' 'still-enslaved' 'wife' ','
 'a' 'mother' 'pleads' 'with' 'Abraham' 'Lincoln' 'on' 'behalf' 'of' 'her'
 'son' 'and' 'a' 'maimed' 'soldier' 'poses' 'for' 'an' 'official'
 'photograph' 'in' 'newly' 'reopened' 'records' 'that' 'bring' 'the'
 'U.S.' 'Civil' 'War' 'back' 'to' 'life' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O']","A freed black man writes to his still-enslaved wife , a mother pleads with Abraham Lincoln on behalf of her son and a maimed soldier poses for an official photograph in newly reopened records that bring the U.S. Civil War back to life .","['A(O)', 'freed(O)', 'black(O)', 'man(O)', 'writes(O)', 'to(O)', 'his(O)', 'still-enslaved(O)', 'wife(O)', ',(O)', 'a(O)', 'mother(O)', 'pleads(O)', 'with(O)', 'Abraham(B-PER)', 'Lincoln(I-PER)', 'on(O)', 'behalf(O)', 'of(O)', 'her(O)', 'son(O)', 'and(O)', 'a(O)', 'maimed(O)', 'soldier(O)', 'poses(O)', 'for(O)', 'an(O)', 'official(O)', 'photograph(O)', 'in(O)', 'newly(O)', 'reopened(O)', 'records(O)', 'that(O)', 'bring(O)', 'the(O)', 'U.S.(B-MISC)', 'Civil(I-MISC)', 'War(I-MISC)', 'back(O)', 'to(O)', 'life(O)', '.(O)']","A(O) freed(O) black(O) man(O) writes(O) to(O) his(O) still-enslaved(O) wife(O) ,(O) a(O) mother(O) pleads(O) with(O) Abraham(B-PER) Lincoln(I-PER) on(O) behalf(O) of(O) her(O) son(O) and(O) a(O) maimed(O) soldier(O) poses(O) for(O) an(O) official(O) photograph(O) in(O) newly(O) reopened(O) records(O) that(O) bring(O) the(O) U.S.(B-MISC) Civil(I-MISC) War(I-MISC) back(O) to(O) life(O) .(O)","Input: A freed black man writes to his still-enslaved wife , a mother pleads with Abraham Lincoln on behalf of her son and a maimed soldier poses for an official photograph in newly reopened records that bring the U.S. Civil War back to life .
Output: A(O) freed(O) black(O) man(O) writes(O) to(O) his(O) still-enslaved(O) wife(O) ,(O) a(O) mother(O) pleads(O) with(O) Abraham(B-PER) Lincoln(I-PER) on(O) behalf(O) of(O) her(O) son(O) and(O) a(O) maimed(O) soldier(O) poses(O) for(O) an(O) official(O) photograph(O) in(O) newly(O) reopened(O) records(O) that(O) bring(O) the(O) U.S.(B-MISC) Civil(I-MISC) War(I-MISC) back(O) to(O) life(O) .(O)"
3488,['+2' 'D.A.' 'Weibring' 'through' '12'],"['O', 'B-PER', 'I-PER', 'O', 'O']",+2 D.A. Weibring through 12,"['+2(O)', 'D.A.(B-PER)', 'Weibring(I-PER)', 'through(O)', '12(O)']",+2(O) D.A.(B-PER) Weibring(I-PER) through(O) 12(O),"Input: +2 D.A. Weibring through 12
Output: +2(O) D.A.(B-PER) Weibring(I-PER) through(O) 12(O)"
8093,"['""' 'But' 'they' 'are' 'more' 'alert' 'than' 'they' 'were' '3-4' 'years'
 'ago' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",""" But they are more alert than they were 3-4 years ago .","['""(O)', 'But(O)', 'they(O)', 'are(O)', 'more(O)', 'alert(O)', 'than(O)', 'they(O)', 'were(O)', '3-4(O)', 'years(O)', 'ago(O)', '.(O)']","""(O) But(O) they(O) are(O) more(O) alert(O) than(O) they(O) were(O) 3-4(O) years(O) ago(O) .(O)","Input: "" But they are more alert than they were 3-4 years ago .
Output: ""(O) But(O) they(O) are(O) more(O) alert(O) than(O) they(O) were(O) 3-4(O) years(O) ago(O) .(O)"
12650,['Feyenoord' '2' 'Graafschap' 'Doetinchem' '1'],"['B-ORG', 'O', 'B-ORG', 'I-ORG', 'O']",Feyenoord 2 Graafschap Doetinchem 1,"['Feyenoord(B-ORG)', '2(O)', 'Graafschap(B-ORG)', 'Doetinchem(I-ORG)', '1(O)']",Feyenoord(B-ORG) 2(O) Graafschap(B-ORG) Doetinchem(I-ORG) 1(O),"Input: Feyenoord 2 Graafschap Doetinchem 1
Output: Feyenoord(B-ORG) 2(O) Graafschap(B-ORG) Doetinchem(I-ORG) 1(O)"
14033,['SOCCER' '-' 'ENGLISH' 'SOCCER' 'RESULTS' '.'],"['O', 'O', 'B-MISC', 'O', 'O', 'O']",SOCCER - ENGLISH SOCCER RESULTS .,"['SOCCER(O)', '-(O)', 'ENGLISH(B-MISC)', 'SOCCER(O)', 'RESULTS(O)', '.(O)']",SOCCER(O) -(O) ENGLISH(B-MISC) SOCCER(O) RESULTS(O) .(O),"Input: SOCCER - ENGLISH SOCCER RESULTS .
Output: SOCCER(O) -(O) ENGLISH(B-MISC) SOCCER(O) RESULTS(O) .(O)"
4293,"['The' 'rival' 'Kurdistan' 'Democratic' 'Party' '(' 'KDP' ')' ',' 'which'
 'accuses' 'Iran' 'of' 'supporting' 'the' 'PUK' ',' 'said' 'on' 'Thursday'
 'that' 'its' 'forces' 'had' 'halted' 'an' 'Iranian-backed' 'attack' 'by'
 'thousands' 'of' 'PUK' 'fighters' '.']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']","The rival Kurdistan Democratic Party ( KDP ) , which accuses Iran of supporting the PUK , said on Thursday that its forces had halted an Iranian-backed attack by thousands of PUK fighters .","['The(O)', 'rival(O)', 'Kurdistan(B-ORG)', 'Democratic(I-ORG)', 'Party(I-ORG)', '((O)', 'KDP(B-ORG)', ')(O)', ',(O)', 'which(O)', 'accuses(O)', 'Iran(B-LOC)', 'of(O)', 'supporting(O)', 'the(O)', 'PUK(B-ORG)', ',(O)', 'said(O)', 'on(O)', 'Thursday(O)', 'that(O)', 'its(O)', 'forces(O)', 'had(O)', 'halted(O)', 'an(O)', 'Iranian-backed(O)', 'attack(O)', 'by(O)', 'thousands(O)', 'of(O)', 'PUK(B-ORG)', 'fighters(O)', '.(O)']","The(O) rival(O) Kurdistan(B-ORG) Democratic(I-ORG) Party(I-ORG) ((O) KDP(B-ORG) )(O) ,(O) which(O) accuses(O) Iran(B-LOC) of(O) supporting(O) the(O) PUK(B-ORG) ,(O) said(O) on(O) Thursday(O) that(O) its(O) forces(O) had(O) halted(O) an(O) Iranian-backed(O) attack(O) by(O) thousands(O) of(O) PUK(B-ORG) fighters(O) .(O)","Input: The rival Kurdistan Democratic Party ( KDP ) , which accuses Iran of supporting the PUK , said on Thursday that its forces had halted an Iranian-backed attack by thousands of PUK fighters .
Output: The(O) rival(O) Kurdistan(B-ORG) Democratic(I-ORG) Party(I-ORG) ((O) KDP(B-ORG) )(O) ,(O) which(O) accuses(O) Iran(B-LOC) of(O) supporting(O) the(O) PUK(B-ORG) ,(O) said(O) on(O) Thursday(O) that(O) its(O) forces(O) had(O) halted(O) an(O) Iranian-backed(O) attack(O) by(O) thousands(O) of(O) PUK(B-ORG) fighters(O) .(O)"
12837,"['Voters' 'will' 'be' 'choosing' 'a' 'three-member' 'presidency' 'and' 'a'
 'parliament' 'to' 'rule' 'over' 'a' 'loose' 'union' 'of' 'Bosnia' ','
 'comprised' 'of' 'a' 'Serb' 'republic' 'and' 'a' 'Moslem-Croat'
 'federation' '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-MISC', 'O', 'O']","Voters will be choosing a three-member presidency and a parliament to rule over a loose union of Bosnia , comprised of a Serb republic and a Moslem-Croat federation .","['Voters(O)', 'will(O)', 'be(O)', 'choosing(O)', 'a(O)', 'three-member(O)', 'presidency(O)', 'and(O)', 'a(O)', 'parliament(O)', 'to(O)', 'rule(O)', 'over(O)', 'a(O)', 'loose(O)', 'union(O)', 'of(O)', 'Bosnia(B-LOC)', ',(O)', 'comprised(O)', 'of(O)', 'a(O)', 'Serb(B-MISC)', 'republic(O)', 'and(O)', 'a(O)', 'Moslem-Croat(B-MISC)', 'federation(O)', '.(O)']","Voters(O) will(O) be(O) choosing(O) a(O) three-member(O) presidency(O) and(O) a(O) parliament(O) to(O) rule(O) over(O) a(O) loose(O) union(O) of(O) Bosnia(B-LOC) ,(O) comprised(O) of(O) a(O) Serb(B-MISC) republic(O) and(O) a(O) Moslem-Croat(B-MISC) federation(O) .(O)","Input: Voters will be choosing a three-member presidency and a parliament to rule over a loose union of Bosnia , comprised of a Serb republic and a Moslem-Croat federation .
Output: Voters(O) will(O) be(O) choosing(O) a(O) three-member(O) presidency(O) and(O) a(O) parliament(O) to(O) rule(O) over(O) a(O) loose(O) union(O) of(O) Bosnia(B-LOC) ,(O) comprised(O) of(O) a(O) Serb(B-MISC) republic(O) and(O) a(O) Moslem-Croat(B-MISC) federation(O) .(O)"
5835,"['It' ""'s"" 'amazing' 'just' 'how' 'big' 'this' 'ground' 'was' 'yesterday'
 '.' ""'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",It 's amazing just how big this ground was yesterday . ',"['It(O)', ""'s(O)"", 'amazing(O)', 'just(O)', 'how(O)', 'big(O)', 'this(O)', 'ground(O)', 'was(O)', 'yesterday(O)', '.(O)', ""'(O)""]",It(O) 's(O) amazing(O) just(O) how(O) big(O) this(O) ground(O) was(O) yesterday(O) .(O) '(O),"Input: It 's amazing just how big this ground was yesterday . '
Output: It(O) 's(O) amazing(O) just(O) how(O) big(O) this(O) ground(O) was(O) yesterday(O) .(O) '(O)"
868,"['In' 'Detroit' ',' 'Brad' 'Ausmus' ""'s"" 'three-run' 'homer' 'capped' 'a'
 'four-run' 'eighth' 'and' 'lifted' 'the' 'Tigers' 'to' 'a' '7-4'
 'victory' 'over' 'the' 'reeling' 'Chicago' 'White' 'Sox' '.']","['O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","In Detroit , Brad Ausmus 's three-run homer capped a four-run eighth and lifted the Tigers to a 7-4 victory over the reeling Chicago White Sox .","['In(O)', 'Detroit(B-LOC)', ',(O)', 'Brad(B-PER)', 'Ausmus(I-PER)', ""'s(O)"", 'three-run(O)', 'homer(O)', 'capped(O)', 'a(O)', 'four-run(O)', 'eighth(O)', 'and(O)', 'lifted(O)', 'the(O)', 'Tigers(B-ORG)', 'to(O)', 'a(O)', '7-4(O)', 'victory(O)', 'over(O)', 'the(O)', 'reeling(O)', 'Chicago(B-ORG)', 'White(I-ORG)', 'Sox(I-ORG)', '.(O)']","In(O) Detroit(B-LOC) ,(O) Brad(B-PER) Ausmus(I-PER) 's(O) three-run(O) homer(O) capped(O) a(O) four-run(O) eighth(O) and(O) lifted(O) the(O) Tigers(B-ORG) to(O) a(O) 7-4(O) victory(O) over(O) the(O) reeling(O) Chicago(B-ORG) White(I-ORG) Sox(I-ORG) .(O)","Input: In Detroit , Brad Ausmus 's three-run homer capped a four-run eighth and lifted the Tigers to a 7-4 victory over the reeling Chicago White Sox .
Output: In(O) Detroit(B-LOC) ,(O) Brad(B-PER) Ausmus(I-PER) 's(O) three-run(O) homer(O) capped(O) a(O) four-run(O) eighth(O) and(O) lifted(O) the(O) Tigers(B-ORG) to(O) a(O) 7-4(O) victory(O) over(O) the(O) reeling(O) Chicago(B-ORG) White(I-ORG) Sox(I-ORG) .(O)"
2538,['x-Olympiakos' 'v' 'Ferencvaros' '(' 'Hungary' ')'],"['B-ORG', 'O', 'B-ORG', 'O', 'B-LOC', 'O']",x-Olympiakos v Ferencvaros ( Hungary ),"['x-Olympiakos(B-ORG)', 'v(O)', 'Ferencvaros(B-ORG)', '((O)', 'Hungary(B-LOC)', ')(O)']",x-Olympiakos(B-ORG) v(O) Ferencvaros(B-ORG) ((O) Hungary(B-LOC) )(O),"Input: x-Olympiakos v Ferencvaros ( Hungary )
Output: x-Olympiakos(B-ORG) v(O) Ferencvaros(B-ORG) ((O) Hungary(B-LOC) )(O)"
1107,['Bill' 'Berkrot'],"['B-PER', 'I-PER']",Bill Berkrot,"['Bill(B-PER)', 'Berkrot(I-PER)']",Bill(B-PER) Berkrot(I-PER),"Input: Bill Berkrot
Output: Bill(B-PER) Berkrot(I-PER)"
13175,"['DECATUR' ',' 'IL' '/' 'CLINTON' 'AND' 'CEDAR' 'RAPIDS' ',' 'IA']","['B-ORG', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-LOC']","DECATUR , IL / CLINTON AND CEDAR RAPIDS , IA","['DECATUR(B-ORG)', ',(O)', 'IL(B-LOC)', '/(O)', 'CLINTON(B-ORG)', 'AND(I-ORG)', 'CEDAR(I-ORG)', 'RAPIDS(I-ORG)', ',(O)', 'IA(B-LOC)']","DECATUR(B-ORG) ,(O) IL(B-LOC) /(O) CLINTON(B-ORG) AND(I-ORG) CEDAR(I-ORG) RAPIDS(I-ORG) ,(O) IA(B-LOC)","Input: DECATUR , IL / CLINTON AND CEDAR RAPIDS , IA
Output: DECATUR(B-ORG) ,(O) IL(B-LOC) /(O) CLINTON(B-ORG) AND(I-ORG) CEDAR(I-ORG) RAPIDS(I-ORG) ,(O) IA(B-LOC)"
7075,"['At' 'Florida' ',' 'Edgar' 'Renteria' ""'s"" 'two-out' 'single' 'in' 'the'
 'bottom' 'of' 'the' 'ninth' 'inning' 'scored' 'Jesus' 'Tavarez' 'with'
 'the' 'winning' 'run' 'as' 'the' 'Florida' 'Marlins' 'edged' 'the'
 'Cincinnati' 'Reds' '6-5' '.']","['O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']","At Florida , Edgar Renteria 's two-out single in the bottom of the ninth inning scored Jesus Tavarez with the winning run as the Florida Marlins edged the Cincinnati Reds 6-5 .","['At(O)', 'Florida(B-LOC)', ',(O)', 'Edgar(B-PER)', 'Renteria(I-PER)', ""'s(O)"", 'two-out(O)', 'single(O)', 'in(O)', 'the(O)', 'bottom(O)', 'of(O)', 'the(O)', 'ninth(O)', 'inning(O)', 'scored(O)', 'Jesus(B-PER)', 'Tavarez(I-PER)', 'with(O)', 'the(O)', 'winning(O)', 'run(O)', 'as(O)', 'the(O)', 'Florida(B-ORG)', 'Marlins(I-ORG)', 'edged(O)', 'the(O)', 'Cincinnati(B-ORG)', 'Reds(I-ORG)', '6-5(O)', '.(O)']","At(O) Florida(B-LOC) ,(O) Edgar(B-PER) Renteria(I-PER) 's(O) two-out(O) single(O) in(O) the(O) bottom(O) of(O) the(O) ninth(O) inning(O) scored(O) Jesus(B-PER) Tavarez(I-PER) with(O) the(O) winning(O) run(O) as(O) the(O) Florida(B-ORG) Marlins(I-ORG) edged(O) the(O) Cincinnati(B-ORG) Reds(I-ORG) 6-5(O) .(O)","Input: At Florida , Edgar Renteria 's two-out single in the bottom of the ninth inning scored Jesus Tavarez with the winning run as the Florida Marlins edged the Cincinnati Reds 6-5 .
Output: At(O) Florida(B-LOC) ,(O) Edgar(B-PER) Renteria(I-PER) 's(O) two-out(O) single(O) in(O) the(O) bottom(O) of(O) the(O) ninth(O) inning(O) scored(O) Jesus(B-PER) Tavarez(I-PER) with(O) the(O) winning(O) run(O) as(O) the(O) Florida(B-ORG) Marlins(I-ORG) edged(O) the(O) Cincinnati(B-ORG) Reds(I-ORG) 6-5(O) .(O)"
11584,"['ACC' ""'s"" 'own' 'export' 'performance' 'was' 'marginally' 'better'
 'than' 'in' '1994/95' 'on' 'account' 'of' 'a' '36' 'percent' 'rise' 'in'
 'exports' 'to' 'Nepal' 'and' 'the' 'opening' 'of' 'a' 'new' 'market' '-'
 'Sri' 'Lanka' ',' 'he' 'said' '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O']","ACC 's own export performance was marginally better than in 1994/95 on account of a 36 percent rise in exports to Nepal and the opening of a new market - Sri Lanka , he said .","['ACC(B-ORG)', ""'s(O)"", 'own(O)', 'export(O)', 'performance(O)', 'was(O)', 'marginally(O)', 'better(O)', 'than(O)', 'in(O)', '1994/95(O)', 'on(O)', 'account(O)', 'of(O)', 'a(O)', '36(O)', 'percent(O)', 'rise(O)', 'in(O)', 'exports(O)', 'to(O)', 'Nepal(B-LOC)', 'and(O)', 'the(O)', 'opening(O)', 'of(O)', 'a(O)', 'new(O)', 'market(O)', '-(O)', 'Sri(B-LOC)', 'Lanka(I-LOC)', ',(O)', 'he(O)', 'said(O)', '.(O)']","ACC(B-ORG) 's(O) own(O) export(O) performance(O) was(O) marginally(O) better(O) than(O) in(O) 1994/95(O) on(O) account(O) of(O) a(O) 36(O) percent(O) rise(O) in(O) exports(O) to(O) Nepal(B-LOC) and(O) the(O) opening(O) of(O) a(O) new(O) market(O) -(O) Sri(B-LOC) Lanka(I-LOC) ,(O) he(O) said(O) .(O)","Input: ACC 's own export performance was marginally better than in 1994/95 on account of a 36 percent rise in exports to Nepal and the opening of a new market - Sri Lanka , he said .
Output: ACC(B-ORG) 's(O) own(O) export(O) performance(O) was(O) marginally(O) better(O) than(O) in(O) 1994/95(O) on(O) account(O) of(O) a(O) 36(O) percent(O) rise(O) in(O) exports(O) to(O) Nepal(B-LOC) and(O) the(O) opening(O) of(O) a(O) new(O) market(O) -(O) Sri(B-LOC) Lanka(I-LOC) ,(O) he(O) said(O) .(O)"
13333,['Pro' 'forma' 'net' 'income'],"['O', 'O', 'O', 'O']",Pro forma net income,"['Pro(O)', 'forma(O)', 'net(O)', 'income(O)']",Pro(O) forma(O) net(O) income(O),"Input: Pro forma net income
Output: Pro(O) forma(O) net(O) income(O)"
8035,['But' 'it' 'recovered' 'at' 'the' 'close' 'of' 'trade' '.'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",But it recovered at the close of trade .,"['But(O)', 'it(O)', 'recovered(O)', 'at(O)', 'the(O)', 'close(O)', 'of(O)', 'trade(O)', '.(O)']",But(O) it(O) recovered(O) at(O) the(O) close(O) of(O) trade(O) .(O),"Input: But it recovered at the close of trade .
Output: But(O) it(O) recovered(O) at(O) the(O) close(O) of(O) trade(O) .(O)"
2867,['WASHINGTON' '1996-08-23'],"['B-LOC', 'O']",WASHINGTON 1996-08-23,"['WASHINGTON(B-LOC)', '1996-08-23(O)']",WASHINGTON(B-LOC) 1996-08-23(O),"Input: WASHINGTON 1996-08-23
Output: WASHINGTON(B-LOC) 1996-08-23(O)"
8817,['Price' 'Max' '.'],"['O', 'O', 'O']",Price Max .,"['Price(O)', 'Max(O)', '.(O)']",Price(O) Max(O) .(O),"Input: Price Max .
Output: Price(O) Max(O) .(O)"
12691,"['Berlin' 'organisers' 'hoped' 'to' 'have' 'American' '1984' 'and' '1988'
 'champion' 'Carl' 'Lewis' 'in' 'the' 'squad' 'but' 'he' 'injured'
 'himself' 'in' 'last' 'Friday' ""'s"" 'Brussels' 'meeting' '.']","['B-LOC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']",Berlin organisers hoped to have American 1984 and 1988 champion Carl Lewis in the squad but he injured himself in last Friday 's Brussels meeting .,"['Berlin(B-LOC)', 'organisers(O)', 'hoped(O)', 'to(O)', 'have(O)', 'American(B-MISC)', '1984(O)', 'and(O)', '1988(O)', 'champion(O)', 'Carl(B-PER)', 'Lewis(I-PER)', 'in(O)', 'the(O)', 'squad(O)', 'but(O)', 'he(O)', 'injured(O)', 'himself(O)', 'in(O)', 'last(O)', 'Friday(O)', ""'s(O)"", 'Brussels(B-LOC)', 'meeting(O)', '.(O)']",Berlin(B-LOC) organisers(O) hoped(O) to(O) have(O) American(B-MISC) 1984(O) and(O) 1988(O) champion(O) Carl(B-PER) Lewis(I-PER) in(O) the(O) squad(O) but(O) he(O) injured(O) himself(O) in(O) last(O) Friday(O) 's(O) Brussels(B-LOC) meeting(O) .(O),"Input: Berlin organisers hoped to have American 1984 and 1988 champion Carl Lewis in the squad but he injured himself in last Friday 's Brussels meeting .
Output: Berlin(B-LOC) organisers(O) hoped(O) to(O) have(O) American(B-MISC) 1984(O) and(O) 1988(O) champion(O) Carl(B-PER) Lewis(I-PER) in(O) the(O) squad(O) but(O) he(O) injured(O) himself(O) in(O) last(O) Friday(O) 's(O) Brussels(B-LOC) meeting(O) .(O)"
